chrom	chromStart	chromEnd	beta
chr11	27858270	27860218	0.39
chr15	94410195	94411460	0.79
chr21	44499997	44500087	0.16
chr4	185911516	185912307	0.0
chr4	108251112	108253085	0.65
chr12	46284240	46284759	0.1
chr2	155237795	155239640	0.23
chr11	16290572	16291750	0.83
chr5	40561846	40563697	0.2
chr2	117740497	117741863	0.71
chr1	157966506	157968342	0.28
chr7	144545922	144547847	0.08
chr2	47283698	47284142	0.06
chr22	47890346	47892334	0.14
chrX	50570465	50572270	0.59
chr7	144652018	144652512	0.14
chr11	102152405	102153755	0.17
chr7	122074573	122076542	0.15
chr13	55114613	55116570	0.4
chr2	221641781	221641949	0.22
chr4	22214276	22216059	0.2
chr2	224047896	224049698	0.18
chr11	1980038	1980320	0.73
chr20	50485996	50486201	0.76
chr3	133507914	133509366	0.72
chr5	129768958	129770645	0.88
chr9	136505956	136507056	0.67
chr10	22855910	22857858	0.69
chr1	31022223	31024214	0.86
chr5	10781157	10781317	0.7
chr9	70361501	70363189	0.57
chr18	70415083	70416818	0.68
chr7	123038003	123039745	0.13
chr19	48729966	48730323	0.7
chr2	185555814	185557478	0.83
chr10	25802658	25803964	0.21
chr9	124212796	124214243	0.56
chr13	111399699	111400175	0.2
chr20	57446511	57448059	0.77
chr16	590959	591040	0.78
chr10	75844257	75846144	0.8
chr12	56722686	56723367	0.79
chr14	56703040	56704101	0.23
chr2	233621377	233621779	0.64
chr19	48502787	48502829	0.72
chr4	39276292	39278282	0.78
chr1	28985779	28987183	0.96
chr2	158353990	158355925	0.14
chr1	147074193	147075046	0.06
chr16	7565422	7565918	0.12
chr7	122026060	122028010	0.04
chr1	232138835	232140460	0.6
chr15	34315703	34317652	0.71
chr3	128566662	128568269	0.71
chr2	90383396	90383443	0.43
chr11	65103880	65104181	0.7
chr1	144520310	144521312	0.89
chr15	60947664	60949574	0.63
chr20	59043678	59043843	0.67
chr8	98541016	98543009	0.66
chr7	25077759	25078661	0.7
chr4	144271134	144272623	0.11
chr2	117773134	117774942	0.45
chr7	88067352	88068404	0.08
chr10	95267317	95268830	0.15
chr22	35073265	35075072	0.09
chrX	68405332	68406716	0.39
chr8	106654669	106656670	0.29
chr12	58324877	58326222	0.0
chr12	101204036	101205226	0.0
chr9	43494338	43496329	0.24
chr1	22207839	22208258	0.52
chr6	138469107	138469857	0.51
chr22	26015530	26017244	0.0
chr18	73934659	73936189	0.23
chr12	40165224	40166939	0.33
chr2	227085109	227086741	0.11
chr19	30294720	30296542	0.71
chr6	19597597	19599243	0.5
chr17	43418666	43419271	0.45
chr13	111329176	111330854	0.19
chr17	81360218	81360487	0.68
chr3	157034180	157036066	0.18
chr14	28173344	28174522	0.92
chr2	238966193	238968193	0.56
chr3	101999026	102000738	0.55
chr22	47297546	47297963	0.23
chr6	53777962	53779485	0.26
chr5	139493137	139493188	0.37
chr12	68366476	68368359	0.42
chr14	75978451	75978536	0.58
chr3	191131756	191133694	0.11
chr4	163453580	163454946	0.33
chr8	106486945	106488250	0.56
chr9	43330208	43330235	0.33
chr1	147673236	147675007	0.05
chr2	198492986	198494898	0.04
chr7	34755948	34757722	0.15
chrX	68437057	68437570	0.09
chrX	58268156	58268834	0.1
chr17	10158277	10158309	0.2
chr13	99947887	99948490	0.04
chr18	2256784	2258364	0.57
chr6	44462404	44462429	0.33
chr3	190050172	190051793	0.33
chr4	121439799	121441681	0.05
chr7	21817092	21818597	0.03
chr10	118725992	118726569	0.0
chr11	101871777	101873756	0.08
chr21	34840225	34842224	0.0
chr6	118150412	118151809	0.12
chr3	188667966	188669955	0.43
chr5	13864483	13866265	0.23
chr7	116211912	116212477	0.42
chr8	106433675	106435632	0.33
chr4	144428023	144429350	0.44
chr6	105542487	105543066	0.67
chr9	104159887	104161887	0.23
chr6	54883935	54885631	0.49
chr14	27888664	27890608	0.53
chr18	70296126	70297274	0.09
chr1	109959511	109960131	0.77
chr19	49852872	49853044	0.22
chr1	228644610	228644943	0.4
chr12	11350335	11351986	0.0
chr4	66517115	66518921	0.22
chr18	1743765	1745378	0.16
chr12	80386178	80387752	0.12
chr6	105937328	105939323	0.23
chr12	47344242	47345738	0.08
chr15	94844797	94845487	0.0
chr17	2750273	2750318	0.8
chr17	49519180	49519859	0.67
chr5	180288348	180288674	0.05
chr2	56703154	56704786	0.17
chr2	20351548	20352527	0.0
chr4	113174440	113176411	0.92
chr1	120352818	120353171	0.61
chrX	29195749	29197118	0.22
chr2	227953429	227955427	0.04
chr17	49006897	49008823	0.16
chr4	80374099	80375946	0.04
chr2	33220792	33220862	0.03
chr12	102385488	102387386	0.0
chr5	53796117	53798013	0.12
chrX	154593405	154595256	0.07
chr6	28475834	28477341	0.6
chr8	119456305	119457518	0.07
chr17	56427633	56428758	0.18
chr12	117354907	117354921	0.74
chr6	54701353	54703292	0.37
chr6	73804431	73806351	0.38
chr22	11273231	11273339	0.11
chr2	31519972	31520736	0.18
chr5	52391788	52393551	0.55
chr4	156076175	156077948	0.04
chr5	128554466	128556343	0.12
chr16	87180840	87181413	0.18
chr2	84797288	84799240	0.33
chr19	34825194	34827021	0.57
chr21	41620109	41621144	0.1
chr3	191743705	191745668	0.02
chr7	17074337	17074956	0.01
chr10	5181467	5183396	0.16
chr3	188494110	188495760	0.31
chr3	167781188	167782962	0.39
chr9	88019290	88021284	0.5
chr7	12787461	12788722	0.38
chr3	190323039	190324673	0.24
chrX	129969314	129970845	0.45
chr12	38153171	38153308	0.14
chr6	152520839	152522744	0.05
chr21	43866454	43866476	0.06
chr9	42428752	42430135	0.09
chr3	147013753	147015714	0.03
chr7	3003975	3004016	0.88
chr9	32936644	32937299	0.33
chr4	113966847	113968804	0.6
chr9	23040779	23042593	0.0
chr8	114570164	114571950	0.02
chr20	21093726	21094600	0.36
chr12	72272534	72272884	0.35
chr5	86777431	86779299	0.13
chr6	9354878	9356852	0.0
chr15	95379175	95380371	0.0
chr6	141511617	141513504	0.13
chr18	61855711	61857161	0.16
chr6	141274945	141276879	0.26
chr4	176770624	176772569	0.19
chr3	187304553	187306064	0.12
chr9	107437589	107438390	0.18
chr1	247118393	247118914	0.42
chr9	76545374	76547019	0.32
chr2	19646686	19648431	0.1
chr6	3829383	3830983	0.61
chr3	177990162	177991259	0.47
chr11	94936817	94938085	0.73
chr1	170777833	170777850	0.66
chr3	191659425	191659642	0.68
chr6	146243479	146245416	0.04
chr10	112137470	112137761	0.28
chr8	119168340	119170253	0.17
chr2	198881707	198883419	0.12
chr9	132097441	132098799	0.6
chr11	19125963	19127865	0.69
chr4	70658877	70659002	0.33
chr15	43119141	43120837	0.75
chrX	2820013	2820973	0.26
chrX	156026301	156026414	0.57
chr4	87057970	87058414	0.52
chr9	109567930	109569741	0.08
chr6	130981135	130983094	0.05
chr8	104407450	104409260	0.81
chr8	63232932	63234110	0.0
chr4	177491004	177492929	0.58
chrX	1122964	1123154	0.75
chr1	215295709	215297705	0.35
chr19	48444501	48444619	0.07
chr18	21144880	21145159	0.69
chr2	224223399	224225397	0.15
chr19	13227578	13227878	0.23
chr16	83726563	83726607	0.58
chr1	22644586	22644657	0.79
chr18	627846	629531	0.33
chr11	86825049	86826818	0.37
chr17	12173735	12174293	0.13
chr12	132357462	132357730	0.56
chr21	35273452	35275404	0.01
chr1	214817290	214818198	0.27
chr2	27249756	27249813	0.95
chr10	71985021	71985450	0.35
chr5	39902464	39903345	0.08
chr7	143756250	143757049	0.0
chr8	49776002	49776908	0.3
chr6	129608400	129610372	0.27
chr6	148489409	148491057	0.33
chr6	132271902	132273403	0.25
chr19	29618781	29619100	0.67
chr7	19532572	19533177	0.54
chr15	62968886	62970824	0.84
chr1	206815657	206815971	0.14
chr12	4861373	4863240	0.28
chr4	188505959	188505982	0.68
chr5	3054204	3056171	0.14
chr12	18948620	18950615	0.53
chr10	79280049	79281869	0.73
chr7	148760138	148760684	0.92
chr13	40998963	41000904	0.72
chr7	105739395	105739817	0.81
chr4	7952217	7954039	0.7
chr3	177714887	177716847	0.68
chr4	82337052	82338836	0.68
chr12	80353074	80354330	0.3
chr1	151328079	151328106	0.08
chr4	47684901	47686434	0.67
chr7	94347998	94348189	0.6
chr8	118545232	118547162	0.03
chr17	14413415	14414468	0.03
chr12	58654139	58655987	0.23
chr5	84145371	84147107	0.61
chr3	187772983	187774785	0.37
chr8	12986271	12988184	0.11
chr4	188029816	188031710	0.25
chr9	76508429	76509504	0.4
chr9	108438225	108439970	0.25
chr5	1290134	1290533	0.69
chr11	79422606	79423889	0.5
chr1	193327499	193329043	0.7
chr2	203811999	203813626	0.57
chr6	7853061	7853893	0.05
chr6	152382058	152383902	0.17
chr17	49981743	49982742	0.61
chr1	2390414	2390518	0.92
chr7	143578944	143580877	0.03
chr9	38372803	38373429	0.02
chr7	12755142	12756889	0.64
chr5	122924705	122926265	0.71
chr10	90749272	90751257	0.25
chr2	32936441	32937544	0.32
chr6	6659040	6659368	0.54
chr13	20338777	20340631	0.42
chr17	69875884	69877389	0.22
chr5	33569860	33571728	0.01
chr8	22461918	22462594	0.68
chr5	115068609	115069301	0.58
chr1	164389443	164389469	0.69
chr3	188220531	188222420	0.29
chr19	12513781	12514135	0.52
chr9	136602535	136602618	0.28
chr5	73303730	73304797	0.32
chr10	120603389	120604602	0.64
chr17	30202441	30203405	0.6
chr1	158089023	158091006	0.28
chr8	125563840	125564929	0.05
chr20	30654155	30655924	0.02
chr2	29113990	29115191	0.03
chr4	176887985	176889835	0.23
chr18	14393744	14393793	0.29
chr3	143996588	143998377	0.29
chr1	121532803	121534281	0.06
chr2	91598494	91599872	0.86
chr3	54153930	54155870	0.93
chr10	124059545	124060207	0.71
chr5	39829039	39830490	0.43
chr9	71714952	71716952	0.5
chr2	178342663	178344536	0.55
chr7	21452937	21454900	0.45
chr5	57525987	57527618	0.5
chr2	155760575	155762351	0.23
chr8	33597260	33597470	0.85
chr8	46259100	46259935	0.2
chr3	5037103	5038093	0.73
chr16	31968924	31969759	0.08
chr1	120259428	120261168	0.3
chr8	77150464	77151933	0.83
chr10	88193005	88194695	0.74
chr22	26798717	26800590	0.63
chr4	176463727	176465632	0.27
chr1	70987310	70988459	0.86
chr22	46372479	46374167	0.59
chrX	155843160	155844404	0.07
chr8	106051843	106053794	0.31
chr3	188045610	188047516	0.34
chr16	7684507	7686489	0.14
chr4	81017702	81019581	0.14
chr12	105992549	105994180	0.27
chr12	80203599	80205377	0.11
chrX	55746019	55747474	0.45
chr14	71838583	71838712	0.08
chr6	26455573	26457465	0.62
chr2	111579508	111580925	0.96
chr9	83852789	83854656	0.74
chr21	45443516	45445455	0.69
chr16	6725340	6725351	0.59
chr7	940036	940297	0.73
chr2	67619670	67621197	1.0
chr1	90386572	90388092	0.0
chr5	159694185	159695940	0.33
chr14	53745500	53746055	0.4
chr14	23837566	23839486	0.02
chr9	72511567	72513435	0.34
chr10	111139628	111139947	0.0
chr2	220343467	220345264	0.31
chr3	56874322	56874804	0.0
chr12	58402730	58404109	0.24
chr4	165553223	165555052	0.0
chr12	47067650	47068909	0.0
chr3	191888418	191888698	0.29
chr4	72692811	72692946	0.5
chr4	68427740	68429572	0.0
chr2	224011583	224013505	0.45
chr18	57796122	57797996	0.57
chr18	34891531	34892890	0.5
chr2	33149087	33149210	0.65
chr13	114352348	114352627	0.75
chr10	45569628	45571561	0.63
chr17	71335696	71337679	0.71
chr1	170283734	170284759	0.05
chr4	7323864	7324464	0.71
chrX	29574140	29575752	0.05
chr16	83572501	83574256	0.19
chr2	154992673	154994007	0.18
chr7	6849507	6849598	0.19
chr11	73393588	73393897	0.31
chr17	47778397	47778810	0.79
chr5	32832411	32834405	0.28
chr18	2247823	2249757	0.3
chr4	121976620	121978263	0.09
chr3	187928482	187930141	0.29
chrX	10727903	10729569	0.3
chr12	102393487	102395418	0.02
chr5	56814165	56814708	0.02
chr2	32940952	32941197	0.66
chr7	1856415	1857104	0.01
chr5	32099720	32100783	0.11
chr6	130417791	130419504	0.08
chr22	32576192	32578115	0.15
chr11	29038428	29040084	0.17
chr3	87062380	87063026	0.17
chrX	3572675	3573900	0.16
chr2	192941016	192941406	0.8
chr13	55274795	55276620	0.09
chr22	34769640	34771430	0.0
chr7	2713373	2713659	0.41
chr12	18452665	18453811	0.17
chr9	129402481	129402602	0.23
chr8	112958898	112960857	0.02
chr6	10395813	10395988	0.11
chr8	108512790	108513736	0.4
chr19	48096078	48096278	0.51
chr3	192236302	192237744	0.04
chr13	94543286	94543773	0.25
chr7	95854827	95856719	0.77
chr18	1873328	1875281	0.33
chr8	119096329	119098308	0.27
chr1	9417324	9418726	0.35
chr7	19360502	19362498	0.07
chrX	155447315	155447494	0.66
chr4	50201214	50202235	0.68
chr6	129778439	129779801	0.33
chr4	5388040	5389678	0.1
chr12	126294670	126295827	0.06
chr13	21070399	21070713	0.42
chr18	63782825	63783011	0.44
chr9	131868823	131869703	0.07
chr4	145357646	145359584	0.12
chr6	6804900	6806413	0.41
chr12	105421412	105423190	0.3
chr17	76828266	76828294	0.79
chr9	108818363	108819007	0.12
chrX	151682570	151684495	0.25
chr9	22440870	22441812	0.31
chr6	139292967	139294968	0.21
chr3	189990619	189992180	0.04
chr4	149132286	149134212	0.1
chr13	71860731	71862265	0.72
chr19	5592995	5593561	0.19
chr8	123628288	123629677	0.21
chr16	89411190	89411507	0.24
chr13	37935113	37937079	0.07
chrX	28675844	28677808	0.29
chr6	148318594	148319815	0.57
chr20	37930385	37930711	0.53
chr17	56183165	56185094	0.35
chr3	190969635	190971454	0.02
chr8	114914830	114916374	0.03
chr15	95854091	95855142	0.0
chr4	121203314	121204465	0.33
chrX	46167960	46169643	0.36
chr7	150270534	150272485	0.84
chr4	80416774	80418666	0.08
chr11	102676477	102678353	0.05
chr5	160171589	160172114	0.2
chr3	190575221	190576958	0.48
chr3	87096145	87096910	0.16
chr4	187027314	187029171	0.08
chr2	56378274	56380262	0.1
chr16	10130451	10131038	0.01
chr6	105551461	105552953	0.3
chr1	144497484	144499408	0.59
chr7	144056883	144058846	0.26
chr2	57418770	57420233	0.25
chr4	186870275	186872243	0.32
chr2	226562278	226564154	0.15
chr3	52032794	52033305	0.15
chr7	122789108	122791073	0.11
chr16	19344518	19346279	0.58
chr10	114261864	114263658	0.49
chr15	37847795	37849657	0.79
chr7	334524	334863	0.79
chr1	12653107	12653632	0.55
chr1	206796055	206796990	0.89
chr17	47778991	47779015	0.88
chr20	22583044	22583301	0.19
chr19	17894483	17894626	0.75
chr6	128565402	128567399	0.25
chr7	16979491	16981073	0.08
chr8	118585110	118586893	0.26
chr11	103951258	103953120	0.55
chr9	5248392	5250356	0.0
chr19	56170304	56171224	0.25
chr4	145396441	145397480	0.19
chr5	180720404	180720799	0.38
chr7	83063021	83065007	0.88
chr7	17631291	17632010	0.74
chr5	129573397	129574875	0.96
chr19	8336876	8336936	0.21
chr1	143226897	143226934	0.62
chr13	37457584	37459383	0.32
chr13	37646543	37647406	0.0
chr6	151590457	151591785	0.47
chr3	126693983	126694983	0.88
chr7	145717236	145718969	0.08
chr2	100956528	100958459	0.65
chr11	26853249	26854943	1.0
chr8	120182018	120183994	0.27
chr4	144702449	144703768	0.3
chr10	26211736	26211793	0.61
chr7	97416884	97418688	0.32
chr5	13110353	13112100	0.38
chr3	102042477	102044456	0.55
chr19	48061067	48061406	0.22
chrX	30080615	30082054	0.0
chr10	27364203	27365539	0.74
chr8	108572865	108574587	0.18
chr18	849550	851544	0.44
chr13	37620387	37622239	0.22
chr8	29597325	29598057	0.67
chr1	2930671	2932665	0.03
chr16	83692065	83692505	0.07
chr9	1869915	1871129	0.09
chr7	143760582	143762358	0.25
chr13	24185796	24187488	0.37
chr1	90787633	90789579	0.28
chr6	44615499	44617477	0.0
chrX	2679154	2679402	0.3
chr7	21675693	21677677	0.14
chr10	17189279	17191254	0.77
chr6	111684523	111686319	0.77
chr3	27605043	27606467	0.59
chr8	117852770	117854712	0.78
chrX	1616865	1617197	0.71
chr19	35907641	35909416	0.91
chr2	240985939	240987111	0.6
chr1	202496818	202498787	0.77
chr2	96155252	96157157	0.84
chr10	44372293	44374120	0.67
chr20	35062944	35064920	0.71
chr19	19153375	19155026	0.77
chr2	54623068	54624939	0.54
chr10	41846874	41846973	0.63
chr6	159570060	159572031	0.03
chr4	6712327	6713101	0.56
chr19	19661808	19661956	0.73
chr7	17067239	17067461	0.15
chr11	6889292	6891265	0.07
chr12	51026755	51026859	0.71
chr16	1101042	1101635	0.05
chr19	7661421	7661647	0.54
chr12	109330663	109331482	0.82
chr10	34970105	34971217	0.43
chr17	59975534	59975801	0.7
chr1	179293137	179293176	0.66
chr1	91958094	91958785	0.74
chr3	93881357	93882866	0.74
chr7	31902713	31904579	0.09
chr7	151704746	151704938	0.22
chr9	75067543	75069523	0.42
chr7	69624144	69625107	0.3
chr4	73423934	73424576	0.13
chr12	44349789	44350611	0.1
chr2	57332385	57333813	0.09
chr6	108798043	108799563	0.03
chr14	54112912	54114820	0.23
chr2	19397750	19398169	0.0
chr7	122762057	122764041	0.05
chr1	143892364	143894177	0.72
chr15	95513777	95515687	0.11
chr20	17764353	17765674	0.65
chr14	88530650	88532488	0.5
chr17	80693150	80693361	0.5
chr6	139608050	139609916	0.5
chr1	125174755	125174889	0.47
chr9	137228263	137228297	0.88
chr4	156808419	156810004	0.06
chr3	190567587	190569567	0.15
chr2	220128768	220130742	0.33
chr6	128583867	128585727	0.3
chr1	85128487	85130460	0.0
chr9	107908859	107910130	0.56
chr8	114524374	114526294	0.32
chr6	148422387	148424271	0.37
chr6	42085722	42087716	0.77
chr21	36142160	36143829	0.71
chr10	95809790	95810500	0.76
chr1	113836452	113837872	0.72
chr14	55427903	55427977	0.87
chr7	128770570	128772565	0.67
chr1	116578957	116580614	0.74
chr7	129282950	129284595	0.81
chr2	9978627	9980286	0.83
chr3	177790695	177792623	0.65
chr9	35330943	35332698	0.72
chr4	188175606	188177408	0.64
chr13	35172142	35174048	0.64
chr3	136764262	136766213	0.78
chr1	143911485	143911631	0.92
chr20	62360722	62361203	0.76
chr13	76844920	76845689	0.86
chr5	55065759	55066580	0.14
chr10	45390604	45391173	0.15
chr19	49733582	49733678	0.73
chr7	17246286	17246410	0.25
chr11	125752883	125754066	0.04
chr3	187835696	187837597	0.26
chr17	81433354	81434017	0.64
chr8	119085659	119086821	0.3
chr20	62808324	62808640	0.07
chr6	54229193	54230971	0.23
chr2	56823547	56825176	0.2
chr14	104116421	104116754	0.88
chr2	33224587	33225634	0.01
chr19	42611208	42612386	0.05
chr12	118151171	118151220	0.71
chr5	80712743	80714428	0.85
chr11	59701799	59703009	0.56
chr18	21802360	21804323	1.0
chr5	142955016	142956854	0.76
chr1	185001566	185001878	0.71
chr7	22104894	22106835	0.73
chr18	34882454	34884442	0.74
chr4	145497995	145498964	0.78
chr6	144186637	144188167	0.66
chr10	86758867	86759280	0.9
chr16	3414461	3415319	0.5
chr11	111576636	111578573	0.68
chr8	144038106	144038449	0.82
chr6	63491386	63492434	0.57
chrX	46339945	46341912	0.06
chr6	82854635	82856626	0.55
chr7	55840793	55841491	0.6
chr10	30266624	30268026	0.62
chr5	90179288	90181149	0.81
chr2	113154097	113156050	0.2
chr17	9383825	9385692	0.67
chr4	156124400	156125605	0.29
chr4	55742570	55743306	0.02
chr16	157031	157080	0.87
chr5	40400166	40401922	0.03
chr20	829104	829288	0.0
chr12	81500724	81502613	0.23
chr10	131961447	131961555	0.17
chr6	105646907	105648586	0.31
chr15	30545855	30547497	0.65
chr7	76167254	76167308	0.6
chr2	78914452	78916343	0.9
chr8	15428765	15430522	0.02
chr10	30716779	30718512	0.88
chr7	103491743	103491817	0.98
chr5	14459211	14461206	0.72
chr17	45591001	45591584	0.7
chr3	48180036	48180801	0.69
chr6	95609153	95611071	0.71
chr17	31232660	31234658	0.78
chr19	39410786	39411139	0.86
chr2	168274843	168276820	0.58
chr9	137366575	137367592	0.69
chr18	9648941	9650870	0.55
chr13	107366028	107368020	0.9
chr12	115598907	115600871	0.83
chr5	67831260	67832953	0.71
chr8	102441566	102443431	0.69
chr4	4122617	4122821	0.76
chr10	76976507	76978056	0.72
chr9	108073004	108074850	0.73
chr2	175068014	175069751	0.84
chr16	31424690	31425527	0.09
chr12	70919626	70920883	0.01
chr2	155801721	155803438	0.04
chr11	100408849	100410704	0.27
chr5	40270900	40272735	0.03
chr3	50928823	50930774	0.09
chr1	186102505	186104050	0.06
chr7	103542372	103544278	0.9
chr1	222107140	222109107	0.64
chr7	7149210	7150542	0.56
chr19	47540494	47541880	0.6
chr2	190146416	190147935	0.71
chr5	115160274	115162012	0.51
chr6	36155009	36156425	0.71
chr4	78604738	78606567	0.57
chr5	34488377	34490358	0.28
chr2	202083815	202085307	0.71
chr2	177240066	177240377	0.46
chr11	693387	694381	0.33
chr6	169318708	169320271	0.39
chr4	80442413	80444001	0.08
chr13	55121820	55123652	0.24
chr8	105090384	105090793	0.36
chr8	16796543	16797008	0.62
chr6	53880625	53882305	0.64
chr17	69186326	69186696	0.46
chr1	155185531	155185786	0.52
chr13	19344898	19346076	0.04
chr22	17067019	17067650	0.07
chr4	186708402	186710352	0.12
chr4	51806953	51807301	0.15
chr14	95640335	95642050	0.06
chr4	144347037	144348855	0.09
chr1	185804745	185806643	0.04
chr17	7027984	7028107	0.69
chr2	198602991	198603221	0.1
chr8	71901454	71903253	0.38
chr16	83231319	83233310	0.17
chr7	17491727	17492734	0.19
chr6	123659178	123661041	0.09
chr20	32926616	32927406	0.08
chr4	23289074	23290915	0.14
chr8	48529657	48531388	0.21
chr12	132256779	132257614	0.05
chr2	199353048	199354889	0.3
chr2	33227836	33227952	0.6
chr2	220929957	220931923	0.0
chrX	107878585	107880360	0.01
chr2	219044026	219045179	0.54
chr12	80142306	80144163	0.38
chr19	49675709	49676103	0.3
chr4	78667031	78668950	0.9
chr6	148374885	148376816	0.3
chr21	18521335	18522976	0.05
chr14	102941565	102941757	0.44
chrX	103393671	103395336	0.27
chr2	156008579	156010182	0.07
chrX	9958999	9959858	0.18
chr9	109575193	109576978	0.08
chr1	86155572	86157089	0.27
chr4	187862713	187864395	0.42
chr20	60050789	60051008	0.3
chr6	72571793	72573681	0.39
chr21	34895594	34897224	0.25
chr2	225751656	225753510	0.23
chr2	155512953	155514776	0.0
chr6	129857386	129859094	0.31
chr12	69881966	69883858	0.28
chr5	34458799	34460366	0.09
chr13	37810985	37812935	0.15
chr16	8956868	8957082	0.48
chr8	106017494	106019470	0.4
chr5	80010764	80011864	0.04
chr4	22071049	22072898	0.09
chr22	21657277	21657356	0.29
chr12	102754283	102756000	0.27
chr2	159118841	159119970	0.33
chr3	45151782	45153570	0.39
chr11	13943562	13944286	0.7
chr14	59016228	59017869	0.07
chr6	140993016	140995011	0.24
chr8	120197788	120199537	0.16
chr12	80534497	80535834	0.08
chr3	187391690	187393255	0.22
chr6	1481117	1482655	0.03
chr18	75421269	75422609	0.33
chr9	114557349	114557938	0.34
chr2	230596260	230597940	0.22
chr1	24393924	24394654	0.59
chr15	95574005	95575267	0.31
chr17	66451589	66452167	0.0
chr8	39169294	39171258	0.85
chr9	137025331	137025622	0.68
chr3	75668503	75668855	0.45
chr20	39960639	39962206	0.55
chr8	144039777	144039858	0.48
chr2	56355002	56356972	0.03
chr2	18999364	19001137	0.15
chr20	62648011	62648289	0.41
chr7	22591640	22593359	0.05
chr3	86929373	86931184	0.04
chr3	190340363	190342148	0.06
chr20	56539997	56540321	0.66
chr6	159619724	159619825	0.53
chr7	103961449	103963341	0.87
chr12	18275411	18277397	0.43
chr6	132429873	132431711	0.12
chr6	106024977	106026269	0.3
chr9	22930757	22932006	0.22
chr19	45348045	45348104	0.48
chr1	192623074	192624447	0.65
chr1	164906188	164906449	0.56
chr17	47743084	47743431	0.48
chr3	16080204	16082045	0.12
chr6	1544153	1545915	0.23
chr6	43903848	43904511	0.16
chr12	11343478	11345080	0.02
chr8	104684912	104686361	0.08
chr6	130832207	130834124	0.32
chr6	130780707	130782668	0.34
chr8	6257313	6258655	0.07
chr3	181429657	181430426	0.85
chr6	56915226	56916622	0.61
chr16	83196872	83198700	0.07
chr3	192074590	192076081	0.1
chr6	26383634	26384311	0.44
chrX	134981232	134983174	0.4
chrX	70687993	70689946	0.0
chr17	44558264	44558298	0.72
chr5	150289695	150289759	0.82
chr2	156358884	156360831	0.29
chr8	114526399	114528346	0.07
chr5	163506770	163507160	0.46
chr19	46629692	46629765	0.56
chr17	884749	885980	0.52
chr15	31212646	31213059	0.5
chr12	80748096	80749901	0.32
chr12	102492592	102493926	0.0
chr18	23588522	23589472	0.66
chr2	227687766	227689636	0.13
chr2	155854629	155855802	0.06
chr7	122098699	122100519	0.11
chr20	47783508	47783894	0.65
chr2	221360094	221362048	0.0
chr7	155585615	155587348	0.91
chr7	115437678	115437751	0.06
chr5	6809383	6810851	0.56
chr11	129614245	129616230	0.11
chr21	33099158	33099850	0.07
chr22	37451897	37453810	0.74
chr4	79072587	79074463	0.89
chr1	8155985	8157634	0.61
chr16	87189577	87190657	0.27
chr6	7026619	7028175	0.49
chr3	144156527	144158168	0.32
chr3	190255977	190257763	0.21
chr7	116533294	116533332	0.37
chr6	152446687	152448622	0.23
chr1	236446420	236446886	0.38
chr10	21835050	21835108	0.86
chrX	44830479	44832423	0.55
chr18	15796511	15796665	0.57
chr7	41287081	41288230	0.53
chr19	8555681	8555713	0.73
chr8	71879753	71880993	0.0
chr10	118673771	118675437	0.76
chr18	63587414	63588287	0.0
chr1	193315998	193317960	0.55
chr6	72218758	72219486	0.64
chr12	31952040	31954033	0.69
chr5	153984878	153985594	0.76
chr2	56322994	56323985	0.0
chr1	173076649	173077991	0.57
chr20	54043994	54044770	0.86
chr13	20228442	20228553	0.0
chr10	77162297	77162925	0.15
chr2	186725070	186727051	0.77
chr10	77280748	77282474	0.81
chrX	134642856	134644856	0.63
chr5	88788325	88788358	1.0
chr4	64417006	64417017	0.67
chr3	73740681	73742670	0.71
chr20	1396640	1397047	0.22
chr1	174504504	174506072	0.74
chrX	29401707	29403572	0.0
chr7	61118045	61118301	0.0
chrX	71209267	71209682	0.63
chr10	90760837	90762784	0.5
chr4	156097084	156099080	0.07
chr6	137849435	137849837	0.0
chr15	37339054	37340420	0.73
chr17	64263873	64263911	0.08
chr5	963628	964282	0.0
chr15	66630871	66631945	0.01
chr6	58214410	58216345	0.0
chr4	8947246	8947702	0.65
chr18	11980152	11980782	0.0
chr7	49612556	49614498	0.22
chr5	60572125	60574100	0.5
chr1	186801769	186803682	0.01
chr13	47756054	47757063	0.53
chr12	3004337	3004575	0.29
chr6	127128309	127130279	0.0
chr5	145744361	145746251	0.64
chr16	89375584	89376474	0.6
chr15	63101690	63103543	0.73
chr12	79568309	79569093	0.52
chr6	140811872	140813669	0.21
chr21	34623707	34625389	0.04
chr22	20135147	20135730	0.33
chr17	28985928	28985961	0.74
chr1	91618521	91620370	0.23
chr15	95638840	95640240	0.18
chr2	224073968	224075787	0.13
chr14	103939050	103940887	0.65
chr9	25088971	25090452	0.74
chr9	110420816	110422563	0.18
chr22	32704537	32706518	0.09
chr7	21682244	21684034	0.21
chr12	30444500	30446483	0.41
chr4	109999697	109999791	0.42
chr20	33666594	33666959	0.01
chr6	129310832	129312654	0.35
chr4	22907590	22908144	0.06
chr15	34317778	34319025	0.24
chr16	83705570	83706286	0.1
chr8	114976212	114977921	0.07
chr16	55605865	55606393	0.61
chr2	26740803	26741159	0.86
chr7	31673839	31675148	0.14
chrX	9802299	9802990	0.07
chr8	40170265	40171426	0.53
chr10	100619012	100619556	0.86
chr13	37124748	37126215	0.07
chr15	96068232	96070041	0.47
chr6	125045954	125047118	0.29
chr15	45705078	45705468	0.01
chr6	139043446	139045447	0.26
chr3	86996101	86997991	0.29
